"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.11841295246695e-17,0.552105174721552,0.284,0.218,2.58275103113194e-13,"3","DPP7"
1.22847963933855e-17,0.367410208921857,0.53,0.474,2.83692803112451e-13,"3","STK25"
1.35275072241605e-17,0.555100017503853,0.269,0.206,3.1239072432754e-13,"3","POMGNT1"
1.39670660220814e-17,0.5368595152313,0.272,0.207,3.22541455647925e-13,"3","LMBR1L"
1.43532963345507e-17,0.311562415888355,0.597,0.542,3.3146067225378e-13,"3","AFDN"
1.56377816647243e-17,0.388366193845933,0.521,0.461,3.61123291983479e-13,"3","TRIM33"
1.71018647963851e-17,0.261800923685123,0.669,0.635,3.94933363742922e-13,"3","TOP2B"
2.45812737070013e-17,0.289049583185905,0.695,0.689,5.6765535371578e-13,"3","RPL7L1"
2.53310233491908e-17,0.340547588418206,0.54,0.482,5.84969322202863e-13,"3","SVIL"
3.10340920494772e-17,0.485275659514195,0.414,0.354,7.16670287698577e-13,"3","PRCC"
3.11226239469411e-17,0.441638910327333,0.408,0.344,7.1871475480671e-13,"3","POR"
4.48858544771306e-17,0.487343310977291,0.307,0.241,1.03654903744038e-12,"3","SCYL1"
4.89331383483668e-17,0.457790585554266,0.396,0.33,1.13001296387883e-12,"3","XXYLT1"
7.32854934187327e-17,0.382138570480774,0.561,0.524,1.69238189951879e-12,"3","POLR2C"
7.74459657986473e-17,0.321307129559611,0.64,0.612,1.78845968818816e-12,"3","PLEKHJ1"
8.03142510668997e-17,0.507403202004631,0.361,0.298,1.85469699988791e-12,"3","ZNF3"
8.38790530686607e-17,0.406481419130307,0.468,0.406,1.93701897251458e-12,"3","ZNF827"
1.58540779998122e-16,0.48721956574972,0.366,0.304,3.66118223249664e-12,"3","DGKZ"
1.66557787028364e-16,0.26402221648094,0.568,0.513,3.84631897584601e-12,"3","MFGE8"
1.66674647130299e-16,0.490778110040044,0.37,0.309,3.84901762618e-12,"3","GSTZ1"
1.86503043967939e-16,0.498782835637981,0.367,0.307,4.30691479435163e-12,"3","UBR4"
2.18691730322154e-16,0.431163403184767,0.339,0.273,5.05024812832951e-12,"3","EFNB1"
2.47046914719063e-16,0.442048902114414,0.368,0.302,5.70505440160732e-12,"3","MAP2K7"
2.76438673324948e-16,0.31599552662052,0.64,0.617,6.38379828309303e-12,"3","GRHPR"
2.81031323542885e-16,0.410474027349715,0.467,0.404,6.48985635457584e-12,"3","SMAD9"
2.81733733620103e-16,0.37939185603754,0.346,0.275,6.50607711048904e-12,"3","HOXA4"
3.24561731254268e-16,0.283415136662903,0.655,0.629,7.49510405985482e-12,"3","CAPNS1"
3.86473776808163e-16,0.48769598725924,0.328,0.263,8.92483892783092e-12,"3","TRIM56"
4.74749485894824e-16,0.451977835504842,0.303,0.237,1.09633898777692e-11,"3","KDM6A"
4.74763942248327e-16,0.455061670882132,0.355,0.291,1.09637237183406e-11,"3","DZIP1"
5.516567634358e-16,0.481822198487665,0.35,0.287,1.27394096380229e-11,"3","LRRC61"
6.85535166478274e-16,0.474591712634675,0.319,0.255,1.58310635994828e-11,"3","YIF1B"
8.49786944594694e-16,0.353703830491488,0.574,0.538,1.96241299115253e-11,"3","ZNF24"
1.12792030668123e-15,0.532055681306064,0.276,0.215,2.60470636421895e-11,"3","ANKS1A"
1.20675113310882e-15,0.489970086610691,0.295,0.233,2.78675039168819e-11,"3","CALCOCO1"
1.55652432654747e-15,0.261702348544737,0.707,0.705,3.59448162729608e-11,"3","VCP"
1.74133293232381e-15,0.27869596287303,0.67,0.643,4.02126014061538e-11,"3","THOC2"
1.76768474125618e-15,0.256369507415215,0.712,0.697,4.08211437298289e-11,"3","SRP72"
1.8284866044257e-15,0.253518944220228,0.478,0.401,4.22252411560026e-11,"3","MRC2"
1.8357359298295e-15,0.484493605521712,0.301,0.24,4.23926498275526e-11,"3","PRH1"
2.24296972957598e-15,0.326294980376021,0.612,0.589,5.1796899965098e-11,"3","EMC4"
2.2870539673879e-15,0.466308259403969,0.333,0.271,5.28149372688888e-11,"3","RARA"
2.39484750311133e-15,0.333151938542007,0.533,0.483,5.530421338935e-11,"3","SERPING1"
2.66837402525315e-15,0.528612474274379,0.268,0.208,6.16207613651711e-11,"3","MAVS"
2.85018849469378e-15,0.259632726131948,0.691,0.694,6.58194029079635e-11,"3","TXN2"
2.96605190850733e-15,0.330238820316776,0.54,0.486,6.84950367231598e-11,"3","TAOK1"
3.22518044915044e-15,0.471368402704356,0.33,0.268,7.44790921122311e-11,"3","PCNX1"
4.08605056438627e-15,0.49566783746874,0.3,0.239,9.4359165683372e-11,"3","ARHGEF2"
4.52063532541941e-15,0.291137421229244,0.657,0.653,1.04395031569911e-10,"3","NDUFS3"
4.74627843696207e-15,0.451870397635533,0.433,0.384,1.09605807944765e-10,"3","INTS11"
5.02767539281621e-15,0.489179041629978,0.289,0.228,1.16104107846305e-10,"3","BOC"
6.8830860295791e-15,0.480735966488159,0.332,0.272,1.5895110568107e-10,"3","MBD6"
1.0043596994718e-14,0.537443966721416,0.25,0.193,2.31936785399023e-10,"3","ACSF2"
1.18851195448628e-14,0.297517923517062,0.622,0.587,2.74463065649516e-10,"3","BRD3"
1.19452268832257e-14,0.546621843784931,0.253,0.197,2.7585112441433e-10,"3","REXO1"
1.39272217741027e-14,0.392315446248165,0.469,0.416,3.21621332429353e-10,"3","ERGIC1"
1.51735347265203e-14,0.353893162301502,0.575,0.549,3.50402437439533e-10,"3","C1orf43"
1.7621421036369e-14,0.416942875466057,0.4,0.339,4.0693147599287e-10,"3","TRIM8"
1.82621767646929e-14,0.390943364935785,0.453,0.398,4.21728448027053e-10,"3","SLC5A3"
1.84751426343576e-14,0.367579326935917,0.489,0.438,4.2664646885522e-10,"3","WDR6"
2.40235529990312e-14,0.598193012770644,0.258,0.203,5.54775909406628e-10,"3","FHL3"
2.69708788444892e-14,0.417026856800931,0.317,0.255,6.2283850515579e-10,"3","AXL"
2.81697090148315e-14,0.314562718270315,0.499,0.439,6.50523090279505e-10,"3","FTX"
3.5907690775718e-14,0.349313216938317,0.531,0.487,8.29216303083656e-10,"3","CYB5R3"
3.86881728257115e-14,0.35148831829046,0.534,0.487,8.93425975064156e-10,"3","ANKRD17"
3.96035789828792e-14,0.360701179089202,0.314,0.252,9.14565449451628e-10,"3","ETS2"
4.81866601940338e-14,0.469597068325193,0.316,0.257,1.11277454386082e-09,"3","KDM4B"
5.18116579717633e-14,0.398688914647026,0.282,0.22,1.19648661754193e-09,"3","ADAM12"
5.18337150998389e-14,0.418873227111556,0.361,0.301,1.19699598280058e-09,"3","MKNK2"
5.69953431178068e-14,0.298837775116011,0.617,0.597,1.31619345861951e-09,"3","STUB1"
7.37689106164612e-14,0.322913494898782,0.632,0.619,1.70354545286594e-09,"3","HSD17B10"
8.37024870462414e-14,0.351117391197507,0.503,0.454,1.93294153335885e-09,"3","TGIF2"
2.14201731829682e-13,0.447783479952916,0.278,0.221,4.94656059314284e-09,"3","FBXL20"
2.37563216678057e-13,0.361491627741224,0.495,0.45,5.48604736274637e-09,"3","DLG1"
2.78182611669406e-13,0.338247369547095,0.494,0.446,6.4240710512816e-09,"3","YLPM1"
2.99153961232229e-13,0.467198484694273,0.301,0.244,6.90836242673586e-09,"3","WDR45"
3.18024291889294e-13,0.427039785261288,0.277,0.219,7.34413497259946e-09,"3","STRA6"
3.25710886662094e-13,0.263249985337172,0.553,0.496,7.52164150568774e-09,"3","SLC38A1"
3.34252411622825e-13,0.483715158925969,0.295,0.241,7.71889094160589e-09,"3","USB1"
3.64666245859164e-13,0.615653196938779,0.277,0.225,8.42123761562567e-09,"3","USP53"
4.56143679823955e-13,0.380334355455264,0.426,0.374,1.05337259981746e-08,"3","WDR11"
5.5022382559889e-13,0.269190001851319,0.672,0.668,1.27063188045552e-08,"3","DNAJC7"
6.25948313912251e-13,0.315909250319281,0.285,0.227,1.44550244131756e-08,"3","PLPP3"
8.66042703129956e-13,0.459647611507768,0.317,0.262,1.99995241433801e-08,"3","AKT1"
8.67806607777233e-13,0.377871975807236,0.501,0.46,2.00402579933997e-08,"3","AAMP"
9.42650242536595e-13,0.489723438771297,0.276,0.223,2.17686220508976e-08,"3","H6PD"
9.48004557525243e-13,0.355963071218929,0.472,0.425,2.18922692469304e-08,"3","IREB2"
1.0527588131008e-12,0.381503109044082,0.377,0.319,2.43113592709369e-08,"3","MYO10"
1.06055017149661e-12,0.489260701607535,0.289,0.236,2.44912851103713e-08,"3","FAM193A"
1.56731957794691e-12,0.32128125317119,0.437,0.377,3.61941110135281e-08,"3","PLXNB2"
1.59072559981399e-12,0.42495982440202,0.325,0.27,3.67346262765045e-08,"3","AEBP1"
1.60948211785027e-12,0.388391512956602,0.392,0.336,3.71677705475163e-08,"3","FHL1"
1.81225483829287e-12,0.409008958037378,0.327,0.27,4.18504009806973e-08,"3","EPHB2"
1.96285654419664e-12,0.295576383281518,0.412,0.35,4.5328246175133e-08,"3","SYNE1"
2.07849629705075e-12,0.427968790491825,0.301,0.246,4.79987149877929e-08,"3","SPNS1"
2.08592470638483e-12,0.411872436052746,0.429,0.382,4.81702592445448e-08,"3","DOCK7"
2.21587463149352e-12,0.377590668407652,0.478,0.439,5.11711928650799e-08,"3","FAF2"
2.26049549283156e-12,0.395391244665985,0.346,0.289,5.22016224159591e-08,"3","CDK14"
2.30504393730775e-12,0.434479309991271,0.346,0.295,5.32303796442478e-08,"3","ST5"
2.39411083536864e-12,0.439555850556333,0.301,0.246,5.5287201521168e-08,"3","ULK1"
3.623866467845e-12,0.495936511863468,0.299,0.247,8.36859483419447e-08,"3","HIF1AN"
3.63129600013059e-12,0.408668967623568,0.412,0.364,8.38575185310158e-08,"3","LCMT1"
3.70020935685588e-12,0.33927336808253,0.384,0.326,8.54489346778728e-08,"3","TRIB2"
4.00884053633763e-12,0.474369820534899,0.319,0.265,9.25761545056448e-08,"3","FGFR2"
4.15242166230809e-12,0.408498652663805,0.34,0.285,9.58918734476808e-08,"3","AHDC1"
4.6530780955387e-12,0.341645504085904,0.36,0.302,1.07453532460275e-07,"3","LIN28B"
4.68631461733776e-12,0.419568580137837,0.369,0.318,1.08221063458181e-07,"3","SREBF2"
5.50218157606437e-12,0.335718913669536,0.428,0.373,1.27061879136055e-07,"3","KLHL24"
7.1010494444313e-12,0.421627286908891,0.404,0.354,1.63984534820252e-07,"3","POU2F1"
8.01613514592158e-12,0.342402784211117,0.485,0.439,1.85116608924767e-07,"3","EP300"
8.10649474829491e-12,0.250359607073995,0.643,0.625,1.87203283222374e-07,"3","SLC25A36"
9.55213931398243e-12,0.339576997472452,0.515,0.472,2.20587553177796e-07,"3","GATAD1"
1.02536026083952e-11,0.336493809546662,0.48,0.434,2.3678644503567e-07,"3","PRRC2A"
1.10468150997725e-11,0.301081972224533,0.397,0.338,2.55104101099047e-07,"3","EPHA4"
1.19453217022418e-11,0.468599404962819,0.256,0.206,2.7585331406987e-07,"3","APBA2"
1.25224690035387e-11,0.254831760172524,0.631,0.606,2.89181376698719e-07,"3","LEPROT"
1.39423351767111e-11,0.440876212711022,0.284,0.232,3.21970346235789e-07,"3","TMEM161A"
1.48061133532108e-11,0.306415437492893,0.604,0.589,3.41917575665698e-07,"3","SDHC"
1.54496314467739e-11,0.303986536866932,0.497,0.447,3.56778339000349e-07,"3","TSPAN4"
1.61991946244897e-11,0.36270408745283,0.403,0.35,3.7408800146334e-07,"3","AC009041.2"
2.07264926706818e-11,0.340348740061557,0.478,0.435,4.78636895244055e-07,"3","EHMT1"
2.12344374458131e-11,0.41533183962371,0.363,0.313,4.90366863936162e-07,"3","UBL7"
2.21762314107967e-11,0.285499239086618,0.369,0.313,5.12115711969528e-07,"3","FASN"
2.30559569015666e-11,0.360849051721478,0.465,0.422,5.32431212727877e-07,"3","SAMD4B"
3.45143348132114e-11,0.323721456410533,0.47,0.419,7.97039533841491e-07,"3","FOXN3"
3.60549553856084e-11,0.463054601076677,0.27,0.221,8.32617084719855e-07,"3","SCAP"
3.8722805819429e-11,0.363336801185284,0.445,0.401,8.94225754788073e-07,"3","KDM3B"
4.01118021262731e-11,0.273272584634115,0.64,0.63,9.26301846502024e-07,"3","NCOR1"
4.89854810714697e-11,0.422558378887495,0.294,0.243,1.13122171438345e-06,"3","PPIC"
5.17927546273474e-11,0.417921312207839,0.291,0.24,1.19605008260933e-06,"3","HDAC6"
5.81358575099614e-11,0.311928750662547,0.543,0.513,1.34253135747754e-06,"3","RFXANK"
7.87723532948571e-11,0.373324248343656,0.47,0.433,1.81908995463813e-06,"3","DPF2"
8.6337442551837e-11,0.354741114661936,0.367,0.317,1.99379056084957e-06,"3","CLK4"
1.04984940930957e-10,0.286537614691687,0.522,0.48,2.42441724091858e-06,"3","PTK7"
1.05009666696457e-10,0.37951503311676,0.326,0.276,2.42498823302128e-06,"3","CDIPT"
1.13078384682515e-10,0.457972724157963,0.296,0.248,2.61131913747332e-06,"3","DELE1"
1.22287309109762e-10,0.367977231012691,0.358,0.307,2.82398082927173e-06,"3","EP400"
1.26108705315355e-10,0.400262461490601,0.299,0.25,2.9122283318475e-06,"3","FBLIM1"
1.37322556962015e-10,0.432186300317792,0.284,0.234,3.17118980792381e-06,"3","LRP12"
1.38940991300827e-10,0.258608554960077,0.625,0.612,3.20856431211e-06,"3","CYC1"
1.89200842914145e-10,0.42564680249669,0.274,0.225,4.36921506541634e-06,"3","BMP1"
2.45128388824755e-10,0.429944311314788,0.37,0.323,5.66074988313008e-06,"3","GULP1"
2.73449700891899e-10,0.461135794748128,0.258,0.212,6.31477394269663e-06,"3","KIRREL1"
3.0780983607674e-10,0.337394516150154,0.453,0.411,7.10825254452016e-06,"3","MPG"
3.51414348114438e-10,0.267094494440461,0.359,0.3,8.11521154100672e-06,"3","CD248"
4.03805807623478e-10,0.415160979447354,0.287,0.24,9.32508751544897e-06,"3","NPHP3"
4.11547466064393e-10,0.355034852851671,0.369,0.32,9.50386563382502e-06,"3","CIB2"
4.12332072976065e-10,0.365728909464221,0.417,0.373,9.52198456123626e-06,"3","EXOC7"
4.80416746830538e-10,0.366840381461205,0.371,0.323,1.10942639345576e-05,"3","RNF216"
5.06952383527912e-10,0.320682273232157,0.45,0.407,1.17070513928101e-05,"3","ELP5"
5.273424129332e-10,0.284499072900379,0.526,0.491,1.21779183418664e-05,"3","PSMD6"
5.57277659254933e-10,0.352644769695415,0.367,0.32,1.28692129851742e-05,"3","GRINA"
5.84786714817908e-10,0.372573907722332,0.328,0.28,1.35044796052899e-05,"3","NBAS"
6.2424375639313e-10,0.328746856340659,0.454,0.413,1.44156610663866e-05,"3","MRPS18B"
6.4433925625261e-10,0.345085688217098,0.367,0.318,1.48797264446415e-05,"3","DCHS1"
7.40883557758445e-10,0.376312869335384,0.379,0.333,1.71092239993158e-05,"3","AGPAT1"
7.93614946924228e-10,0.387430370113601,0.273,0.225,1.83269499693212e-05,"3","SLC37A3"
8.80079164385034e-10,0.27762587971242,0.56,0.538,2.03236681431436e-05,"3","RBM5"
9.24882587750463e-10,0.327819434201603,0.48,0.444,2.13583135989214e-05,"3","C12orf45"
9.66756863738549e-10,0.388515933470268,0.377,0.334,2.23253162543143e-05,"3","XRCC1"
9.78613676799715e-10,0.367269189905969,0.359,0.313,2.25991256383358e-05,"3","MBOAT7"
1.04158581809284e-09,0.421428716428282,0.317,0.272,2.4053341297218e-05,"3","MLLT6"
1.38834867378362e-09,0.30209885606846,0.564,0.544,3.20611359236852e-05,"3","BDH2"
1.41931107929819e-09,0.400958043667498,0.342,0.297,3.27761507542331e-05,"3","RNF24"
1.65312551779785e-09,0.265425222204834,0.487,0.446,3.81756275825058e-05,"3","MRPL12"
1.7467947754138e-09,0.30745510211681,0.485,0.449,4.03387317486309e-05,"3","COPA"
1.75553081188454e-09,0.398257279951541,0.319,0.274,4.05404730388497e-05,"3","ANKRD36C"
1.88770269530457e-09,0.410024929384577,0.253,0.208,4.35927183426684e-05,"3","TBC1D10B"
1.89951227046274e-09,0.294188720335025,0.545,0.523,4.38654368617961e-05,"3","DDB1"
1.99792581851986e-09,0.286533687222199,0.508,0.471,4.61381009270792e-05,"3","DLGAP4"
2.06990972654964e-09,0.354176648159806,0.352,0.306,4.78004253152109e-05,"3","MPP5"
2.16727837031232e-09,0.401409584755925,0.259,0.214,5.00489594056225e-05,"3","SALL2"
2.29334750198121e-09,0.301538882308387,0.455,0.415,5.29602738632522e-05,"3","NFAT5"
2.43417015570053e-09,0.343338674966662,0.349,0.301,5.62122914055924e-05,"3","ABLIM1"
2.43678253488636e-09,0.359265014752122,0.343,0.298,5.62726190781308e-05,"3","PLCG1"
2.59571598658438e-09,0.344966742764728,0.414,0.371,5.9942869278193e-05,"3","SHISA5"
2.66634468586517e-09,0.267414571487932,0.554,0.528,6.15738978306843e-05,"3","NT5C"
2.79957461574588e-09,0.348902378924709,0.429,0.391,6.46505766014196e-05,"3","GOLGA2"
3.30425259776682e-09,0.320696909772051,0.421,0.376,7.63051052402292e-05,"3","DCAF5"
3.38917915497579e-09,0.385659857291543,0.315,0.271,7.82663142258559e-05,"3","ZNF579"
3.39197393832737e-09,0.424793786739516,0.364,0.323,7.8330854157794e-05,"3","ITGAV"
3.43262263754787e-09,0.345833882655513,0.328,0.28,7.92695545688931e-05,"3","RAB28"
3.50206071920137e-09,0.381332849775899,0.338,0.293,8.08730881885172e-05,"3","SNAPC3"
3.81057246759443e-09,0.461346547706333,0.254,0.211,8.79975499941582e-05,"3","PHYHD1"
5.51906309324935e-09,0.317024515499111,0.42,0.379,0.000127451724012407,"3","PTCD3"
5.58196084349913e-09,0.411432292251828,0.259,0.215,0.000128904221758925,"3","ZNF587"
6.32504720699635e-09,0.393545865029381,0.27,0.227,0.000146064315151167,"3","CCDC102A"
6.49476452668296e-09,0.353921752590001,0.413,0.373,0.00014998359721469,"3","GPS1"
7.29716985856803e-09,0.33794126487717,0.423,0.381,0.000168513543543912,"3","PHF23"
7.76534547955032e-09,0.395428405562858,0.286,0.244,0.000179325123159255,"3","GPR108"
8.12428101605301e-09,0.253064623202822,0.573,0.551,0.000187614021503712,"3","ANKRD10"
9.78683986206248e-09,0.342940430808467,0.468,0.438,0.000226007492934609,"3","JARID2"
1.00966452114111e-08,0.381252609138086,0.297,0.253,0.000233161827867116,"3","NAV1"
1.414013273385e-08,0.337100877043117,0.349,0.306,0.000326538085222798,"3","NOL4L"
1.4469706278187e-08,0.355650052287927,0.36,0.318,0.000334148927082172,"3","INTS6"
1.61635298028172e-08,0.307436758862463,0.464,0.43,0.000373264393736457,"3","WDR18"
1.6990129352729e-08,0.303250074942104,0.429,0.388,0.000392353057142571,"3","YPEL3"
1.72572070043647e-08,0.254079097557244,0.571,0.547,0.000398520681351794,"3","AKAP13"
1.83351478169452e-08,0.353507874734839,0.369,0.329,0.000423413568536715,"3","NDRG2"
1.95586838165111e-08,0.345985819730506,0.379,0.337,0.000451668685374691,"3","PFKM"
2.06135388795087e-08,0.293746874543511,0.536,0.515,0.000476028453344493,"3","CTDSP2"
2.06584068809907e-08,0.340960499771608,0.437,0.403,0.000477064590102719,"3","MTA1"
2.17038983785882e-08,0.322216341444456,0.439,0.403,0.000501208125256737,"3","YIPF4"
2.18275666599994e-08,0.314258584351769,0.472,0.446,0.000504063996879367,"3","COQ4"
2.30670711751293e-08,0.375772554469576,0.288,0.245,0.000532687874647261,"3","ADGRL1"
2.38888798297958e-08,0.416097529292841,0.301,0.261,0.000551665901909475,"3","ENTPD4"
2.5381616787709e-08,0.302219438848498,0.495,0.476,0.000586137676478564,"3","GOLGA7"
2.71196227047353e-08,0.277897394386359,0.511,0.477,0.000626273447120452,"3","ZNF91"
2.85072809540165e-08,0.299961084266744,0.523,0.503,0.000658318639071104,"3","VPS25"
2.92805196784695e-08,0.295070643433807,0.507,0.478,0.000676175040934897,"3","ATXN2"
2.93808388533806e-08,0.390762701308331,0.327,0.287,0.000678491711641119,"3","HSPBP1"
2.9643186308819e-08,0.313280752387206,0.427,0.392,0.000684550101429557,"3","TTYH3"
3.18665801868119e-08,0.2503029939082,0.536,0.502,0.000735894936254047,"3","POSTN"
3.22747686579388e-08,0.347202082392013,0.287,0.244,0.000745321232617781,"3","SETDB1"
3.23032007547601e-08,0.338987088195126,0.346,0.305,0.000745977815029676,"3","GNPAT"
3.27441549730513e-08,0.373395770726636,0.255,0.213,0.000756160770792673,"3","STAT6"
3.76099912293556e-08,0.32605999899355,0.452,0.419,0.000868527527459508,"3","ELP2"
3.86188548130457e-08,0.370626801213875,0.257,0.216,0.000891825214197664,"3","DHX57"
4.54082938177193e-08,0.307123016951715,0.434,0.4,0.00104861372913259,"3","SPSB3"
4.9658127191654e-08,0.39460693811905,0.303,0.264,0.00114675513123687,"3","FXN"
5.39974910189497e-08,0.342203889181349,0.345,0.303,0.00124696406010061,"3","PEMT"
5.63709713217386e-08,0.274840010248563,0.527,0.502,0.00130177484073291,"3","TAX1BP3"
5.738297728681e-08,0.369214466565361,0.264,0.223,0.0013251450944843,"3","HEPH"
6.36396475060945e-08,0.282656648055353,0.541,0.523,0.00146963037985824,"3","BBX"
6.52483064197982e-08,0.345435577012425,0.402,0.368,0.0015067791401524,"3","URM1"
6.56512903225185e-08,0.341456417303619,0.452,0.427,0.00151608524741792,"3","VPS51"
6.78347715746722e-08,0.396174239642073,0.301,0.262,0.0015665083799739,"3","DAPK3"
8.02386010103547e-08,0.328596234702506,0.373,0.336,0.00185295001313212,"3","POLDIP3"
9.14431407587206e-08,0.326534139473781,0.408,0.37,0.00211169644954113,"3","WDR13"
9.36571382131644e-08,0.392665803272057,0.268,0.229,0.00216282429275661,"3","PI4KA"
9.4854982884738e-08,0.36350203824747,0.271,0.23,0.00219048611975725,"3","ADAMTS7"
1.02589452429595e-07,0.287773597117109,0.453,0.417,0.00236909822495663,"3","AUP1"
1.14416621227856e-07,0.368137111197498,0.251,0.211,0.00264222303401487,"3","APOBEC3C"
1.18955056465124e-07,0.370690722397726,0.25,0.211,0.00274702911894912,"3","OTUD7B"
1.19272271727913e-07,0.319494296623796,0.478,0.455,0.00275435457101269,"3","C12orf10"
1.31216515472823e-07,0.388738363064885,0.264,0.225,0.00303018299181391,"3","SPPL2B"
1.36864000617405e-07,0.293638521301173,0.352,0.309,0.00316060036625773,"3","GPC2"
1.46959239258404e-07,0.318294158837939,0.357,0.319,0.00339372971219432,"3","NCSTN"
1.51264049983035e-07,0.316528694250007,0.347,0.307,0.00349314070625822,"3","CYHR1"
1.53637577347753e-07,0.340113007835659,0.36,0.322,0.00354795257369166,"3","MED16"
1.53932790110401e-07,0.407706009883248,0.297,0.261,0.00355476992201948,"3","CMTR2"
1.56304922295485e-07,0.291215259349253,0.414,0.377,0.00360954957056965,"3","SATB1"
1.74859009879958e-07,0.26672891066099,0.294,0.249,0.00403801911515788,"3","FOXP2"
1.77623521379631e-07,0.326609427049943,0.387,0.352,0.00410185997921982,"3","KIAA2026"
1.80059151611867e-07,0.319718987373388,0.45,0.424,0.00415810598817284,"3","CLTB"
1.86230306534231e-07,0.346303310874895,0.288,0.248,0.004300616468795,"3","HEXA"
1.92428649507134e-07,0.348295365267395,0.441,0.417,0.00444375480306824,"3","ARFGAP2"
2.02786221718269e-07,0.283450003594141,0.491,0.465,0.00468294221813999,"3","BABAM1"
2.09271862502832e-07,0.372675551458638,0.314,0.277,0.00483271512077789,"3","SCAMP4"
2.19027575463317e-07,0.326595410272492,0.422,0.392,0.00505800380017439,"3","NUTM2B-AS1"
2.19473927834014e-07,0.377840581301824,0.262,0.224,0.0050683114154709,"3","KDM4A"
2.45822244924765e-07,0.279900740946592,0.463,0.428,0.0056767731020476,"3","ACTN1"
2.67157936754632e-07,0.36134947995035,0.265,0.227,0.00616947823347472,"3","SPATA20"
2.67413188229357e-07,0.319641418867818,0.412,0.379,0.00617537275578053,"3","GPATCH2L"
2.80435856369789e-07,0.289582147943178,0.444,0.41,0.00647610523114755,"3","CIAPIN1"
2.82369319775754e-07,0.341517559528897,0.358,0.323,0.00652075470158149,"3","AKT2"
2.85700814965824e-07,0.3168818169517,0.383,0.348,0.00659768892000577,"3","HMBOX1"
3.27667667053967e-07,0.328418839104537,0.359,0.323,0.00756682943527726,"3","CLIP1"
3.49164225618563e-07,0.258999273088857,0.331,0.287,0.00806324946220947,"3","CLIP3"
3.52456244891419e-07,0.29432203138796,0.464,0.438,0.00813927206327754,"3","MAN1A2"
3.58928807578425e-07,0.385465499486331,0.352,0.32,0.00828874295340856,"3","TRPC4AP"
3.62765571606225e-07,0.353222211952283,0.367,0.333,0.00837734534510255,"3","DCP1A"
4.07870179252596e-07,0.268347679226153,0.525,0.503,0.0094189460494802,"3","PITPNB"
4.2707337969103e-07,0.356586856519361,0.282,0.245,0.00986240555720496,"3","PLEKHG2"
4.36060965038426e-07,0.339867751866669,0.34,0.304,0.0100699558656324,"3","ZRANB1"
4.61145121378704e-07,0.442568256320345,0.254,0.219,0.0106492242879984,"3","HS6ST1"
4.75740751647113e-07,0.333504793238735,0.299,0.262,0.0109862811777868,"3","ENDOV"
4.82329128562137e-07,0.286862752452671,0.415,0.382,0.0111384265658854,"3","MKLN1"
4.8376606497551e-07,0.369718444195941,0.28,0.242,0.0111716097384795,"3","ARHGAP42"
5.03503084361447e-07,0.258965103941788,0.557,0.546,0.0116273967271589,"3","NT5C3B"
5.32211374227118e-07,0.262748983992981,0.509,0.484,0.0122903572650268,"3","CCDC50"
5.60307012189407e-07,0.395407528732793,0.261,0.226,0.01293916983249,"3","MED15"
6.15693267792249e-07,0.33035646503171,0.349,0.313,0.0142182046331264,"3","PIGT"
6.31762156244241e-07,0.312360562955631,0.389,0.355,0.0145892834741483,"3","SF3A2"
6.4287281096292e-07,0.343117946909661,0.35,0.317,0.0148458618235667,"3","CHTF8"
7.10507260780938e-07,0.33263937571403,0.299,0.261,0.0164077441732142,"3","KLHL5"
8.0196093518704e-07,0.271390059632808,0.523,0.506,0.0185196838762743,"3","IST1"
8.36964569814157e-07,0.257318330142033,0.511,0.492,0.0193280228107183,"3","MAF1"
9.94677190483036e-07,0.277782411987527,0.471,0.443,0.0229700803598247,"3","PMPCB"
1.00828717106469e-06,0.330614350373933,0.385,0.353,0.023284375641397,"3","FBXW5"
1.40821140955763e-06,0.278585373444705,0.482,0.461,0.0325198260809144,"3","RBM42"
1.50226808376837e-06,0.266422415483919,0.466,0.44,0.0346918768584629,"3","RBM23"
1.92189800707774e-06,0.269983624271497,0.314,0.278,0.0443823906774463,"3","VAT1"
2.20267763148495e-06,0.306077065780696,0.377,0.345,0.050866434543882,"3","ANKRD26"
2.38866445049452e-06,0.324577980459004,0.331,0.298,0.05516142815527,"3","NFKBIL1"
2.55333803505712e-06,0.313542164367548,0.317,0.283,0.0589642352435741,"3","LENG8"
2.58601967378093e-06,0.258047928460874,0.289,0.25,0.0597189523266231,"3","ZCCHC24"
2.63795461371736e-06,0.295184321342866,0.416,0.387,0.060918285894575,"3","AP3D1"
3.22887570201744e-06,0.28227551269396,0.463,0.44,0.0745644265866888,"3","TADA3"
3.42236542144991e-06,0.308622515865636,0.367,0.334,0.0790326846775427,"3","SURF1"
3.43076049855455e-06,0.345171001921293,0.252,0.218,0.0792265521931203,"3","ZNF384"
3.43665751635613e-06,0.261105774448466,0.483,0.461,0.0793627320252122,"3","NMT1"
3.80805512344103e-06,0.287771369176437,0.298,0.261,0.0879394169656236,"3","ALG3"
3.89559403206517e-06,0.254640866790036,0.456,0.429,0.089960952982481,"3","YIF1A"
4.02479133207964e-06,0.315461659262022,0.28,0.245,0.0929445062317152,"3","PHLDB1"
4.25199402289614e-06,0.323134447350875,0.318,0.285,0.0981912979707406,"3","LRCH3"
