"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AL358781.1",0.000911730847056362,1.65850771534461,0.022,0.007,1,"6","AL358781.1"
"EXOC3",0.000912311552065527,1.21178714845687,0.04,0.018,1,"6","EXOC3"
"CTSC1",0.000927811767002128,1.074380349258,0.051,0.025,1,"6","CTSC"
"AC080068.11",0.000928216267023008,1.6371972090992,0.027,0.01,1,"6","AC080068.1"
"H3-3A-DT",0.000929273037116996,2.029151095265,0.016,0.004,1,"6","H3-3A-DT"
"USP19",0.000929273037116996,2.029151095265,0.016,0.004,1,"6","USP19"
"SLC7A31",0.000948291544271217,1.48447831556956,0.027,0.01,1,"6","SLC7A3"
"CSNK1G2",0.000964982789893088,0.482869062707905,0.256,0.195,1,"6","CSNK1G2"
"ZNF5321",0.000987611910935523,0.399731717389421,0.26,0.195,1,"6","ZNF532"
"AC011997.11",0.000993036678819632,0.958612102448848,0.069,0.038,1,"6","AC011997.1"
"PPM1E1",0.000995848761524595,0.70016604017345,0.136,0.09,1,"6","PPM1E"
"CHST81",0.00101109327568278,0.865466196772317,0.082,0.047,1,"6","CHST8"
"ANAPC4",0.00101286024098082,0.984337247914302,0.058,0.03,1,"6","ANAPC4"
"HLTF1",0.00101450633435322,0.829842287041595,0.084,0.049,1,"6","HLTF"
"TMEM178B1",0.00102217456493856,0.54372426809476,0.162,0.111,1,"6","TMEM178B"
"CPLX1",0.00104066189657907,1.25749278293264,0.042,0.019,1,"6","CPLX1"
"RCC21",0.00104738866411889,0.55925166095164,0.176,0.123,1,"6","RCC2"
"CBR11",0.00105938276813287,1.56164617609202,0.024,0.009,1,"6","CBR1"
"FMNL3",0.00109741188549478,0.884565473382435,0.08,0.046,1,"6","FMNL3"
"YBX11",0.00111501514182288,0.398950836561914,0.327,0.259,1,"6","YBX1"
"AL355999.1",0.00112073754967941,1.86650075762044,0.018,0.005,1,"6","AL355999.1"
"AL139020.1",0.00112073754967941,1.86650075762044,0.018,0.005,1,"6","AL139020.1"
"FAM106A",0.00112073754967941,1.86650075762044,0.018,0.005,1,"6","FAM106A"
"TIAL1",0.00112812345056319,0.735001104119915,0.1,0.061,1,"6","TIAL1"
"TAF10",0.00113090533225047,1.25352388072969,0.038,0.017,1,"6","TAF10"
"ZNF486",0.00114152745402681,0.774820067399092,0.084,0.049,1,"6","ZNF486"
"ZNF5891",0.00114970045679314,0.686816789715802,0.109,0.068,1,"6","ZNF589"
"UTP4",0.00117599272108311,0.838673854005315,0.078,0.044,1,"6","UTP4"
"IQCM",0.00118100237987232,1.19907609670731,0.04,0.018,1,"6","IQCM"
"SLC29A1",0.00118100237987232,1.19907609670731,0.04,0.018,1,"6","SLC29A1"
"MAN1C11",0.0012034608281809,1.09372309656109,0.047,0.022,1,"6","MAN1C1"
"WTIP",0.00120536285892374,0.574174850616014,0.187,0.133,1,"6","WTIP"
"STC2",0.00120913312109774,1.15177038192896,0.042,0.02,1,"6","STC2"
"PLXND11",0.0012141944516338,1.12107358470604,0.044,0.021,1,"6","PLXND1"
"PIWIL2",0.00121751907648988,1.29575211611899,0.036,0.015,1,"6","PIWIL2"
"CENPE1",0.00122778951342685,0.46324693035953,0.236,0.176,1,"6","CENPE"
"ARHGEF10L1",0.00124904726452105,0.684502923877556,0.127,0.083,1,"6","ARHGEF10L"
"ZMYND81",0.00128951932433907,0.326159933775233,0.329,0.257,1,"6","ZMYND8"
"SHROOM31",0.00129116549348198,0.601033768942168,0.127,0.083,1,"6","SHROOM3"
"LINC02253",0.00129906805662861,0.90752165086347,0.067,0.036,1,"6","LINC02253"
"SMIM31",0.00130001446860388,1.97668367537087,0.016,0.004,1,"6","SMIM31"
"KIF25-AS1",0.00130001446860388,1.97668367537087,0.016,0.004,1,"6","KIF25-AS1"
"JOSD2",0.00130001446860388,1.97668367537087,0.016,0.004,1,"6","JOSD2"
"PIP4P2",0.00130328784646528,1.9260576023009,0.016,0.004,1,"6","PIP4P2"
"HRC",0.00130328784646528,1.9260576023009,0.016,0.004,1,"6","HRC"
"MIR2052HG1",0.00130448330763158,1.18577927409386,0.038,0.017,1,"6","MIR2052HG"
"TIMM29",0.00130656849450525,1.87714800181995,0.016,0.004,1,"6","TIMM29"
"TRDN1",0.00130979777534884,0.546209531484354,0.158,0.108,1,"6","TRDN"
"AFF11",0.00131785469997215,0.290792265798929,0.316,0.243,1,"6","AFF1"
"NUDT1",0.00134220479518893,1.18767133343506,0.042,0.02,1,"6","NUDT1"
"PDCD5",0.00135043530299228,1.59139351948607,0.027,0.01,1,"6","PDCD5"
"FAM156B",0.00136009403297583,2.13196190084878,0.013,0.003,1,"6","FAM156B"
"DCT",0.00136337366556438,2.06783156342906,0.013,0.003,1,"6","DCT"
"VRTN1",0.00137870053130308,0.630564116766752,0.107,0.067,1,"6","VRTN"
"ZCCHC8",0.00139249653066413,0.749273179267794,0.089,0.053,1,"6","ZCCHC8"
"SKI",0.00139577771214089,0.417499615840816,0.244,0.184,1,"6","SKI"
"AC005225.21",0.00143054812157242,0.862648432124837,0.069,0.038,1,"6","AC005225.2"
"MRC21",0.00145711159371997,0.455782882569097,0.184,0.131,1,"6","MRC2"
"NOP58",0.00147457211239012,0.42514417618716,0.256,0.194,1,"6","NOP58"
"IL12RB1",0.00148377525576175,1.82468058192582,0.018,0.005,1,"6","IL12RB1"
"PRPF31",0.00150024976791163,0.747512721403356,0.084,0.05,1,"6","PRPF31"
"NR4A1",0.00150956145103648,1.18647605992768,0.04,0.018,1,"6","NR4A1"
"TOMM40",0.00151163387949109,0.579556373949789,0.12,0.077,1,"6","TOMM40"
"TDGF11",0.00152634230095405,0.667494692314182,0.107,0.067,1,"6","TDGF1"
"SPOCK3",0.00155754896912774,0.877148001819951,0.064,0.035,1,"6","SPOCK3"
"NOCT",0.00157943059912997,0.793316411016481,0.082,0.048,1,"6","NOCT"
"KIF18B1",0.00160119008403093,0.702244506264823,0.096,0.059,1,"6","KIF18B"
"PDLIM71",0.0016125594497785,0.56935701775564,0.14,0.094,1,"6","PDLIM7"
"DDX211",0.0016530828145709,0.472330344858987,0.178,0.126,1,"6","DDX21"
"SAMD1",0.00166166910732724,0.414054361196604,0.249,0.189,1,"6","SAMD1"
"TRHDE",0.00166207649436432,1.15600737481543,0.044,0.021,1,"6","TRHDE"
"LYRM7",0.00166284961835231,0.893826742966582,0.062,0.034,1,"6","LYRM7"
"ZFHX21",0.00169614907241282,0.792075916493889,0.091,0.055,1,"6","ZFHX2"
"OSBPL101",0.00172424404934045,0.4754380341881,0.178,0.126,1,"6","OSBPL10"
"UPP1",0.00172780033243511,0.914622707238615,0.056,0.029,1,"6","UPP1"
"TEX15",0.00173535046743558,1.2921855010988,0.033,0.014,1,"6","TEX15"
"BICDL1",0.00174876377715182,0.874550890333913,0.076,0.044,1,"6","BICDL1"
"ICMT",0.00176593518809726,0.704680805815186,0.091,0.055,1,"6","ICMT"
"ZNF469",0.00176690674268998,1.59961402629104,0.022,0.008,1,"6","ZNF469"
"PPP1R15B",0.00177162998680658,1.54303049792467,0.022,0.008,1,"6","PPP1R15B"
"KCNN1",0.00177956513565378,0.71224791436046,0.102,0.064,1,"6","KCNN1"
"FGF18",0.00178239612011018,1.9260576023009,0.016,0.005,1,"6","FGF18"
"NPIPA9",0.00178239612011018,1.9260576023009,0.016,0.005,1,"6","NPIPA9"
"JAKMIP3",0.00181290677617402,0.98567245859812,0.049,0.025,1,"6","JAKMIP3"
"AC026341.2",0.00184899936942538,2.28153825689929,0.011,0.003,1,"6","AC026341.2"
"AC009554.1",0.00184899936942538,2.28153825689929,0.011,0.003,1,"6","AC009554.1"
"ULK3",0.00184899936942538,2.28153825689929,0.011,0.003,1,"6","ULK3"
"BPIFB4",0.00184899936942538,2.28153825689929,0.011,0.003,1,"6","BPIFB4"
"FUT1",0.00184899936942538,2.28153825689929,0.011,0.003,1,"6","FUT1"
"BCL3",0.00185310743050069,2.19907609670731,0.011,0.003,1,"6","BCL3"
"LRFN2",0.00185369728287468,1.19907609670731,0.036,0.016,1,"6","LRFN2"
"CAPN15",0.00188908122529643,0.798896556155583,0.113,0.074,1,"6","CAPN15"
"ZSCAN9",0.00190581687059171,1.67970193761373,0.02,0.007,1,"6","ZSCAN9"
"SCN1B",0.00190581687059171,1.67970193761373,0.02,0.007,1,"6","SCN1B"
"PLP11",0.00190769414980428,1.51102010302205,0.024,0.009,1,"6","PLP1"
"NDC1",0.0019286255173041,0.692890709370275,0.098,0.061,1,"6","NDC1"
"B3GALT5-AS1",0.0019372401289753,1.78403859742847,0.018,0.006,1,"6","B3GALT5-AS1"
"SH2B2",0.0019406318255409,0.904892992302856,0.06,0.032,1,"6","SH2B2"
"METTL1",0.00197152469428105,2.06783156342906,0.013,0.004,1,"6","METTL1"
"LHX1-DT1",0.00197313750294323,0.538793505038204,0.147,0.1,1,"6","LHX1-DT"
"SUGP21",0.00198019871296763,0.445461373665559,0.224,0.168,1,"6","SUGP2"
"CABLES11",0.00199096805409812,0.741546515314391,0.093,0.058,1,"6","CABLES1"
"FKBP1B",0.00199531180551571,1.27624395722977,0.033,0.015,1,"6","FKBP1B"
"ZMAT42",0.00205963476322977,0.509490203577635,0.136,0.091,1,"6","ZMAT4"
"SETD51",0.00213913250910762,0.353966252654292,0.331,0.267,1,"6","SETD5"
"LINC019671",0.00214122251110389,0.623391409574169,0.109,0.07,1,"6","LINC01967"
"WDR41",0.00214552700143143,0.686006514467943,0.102,0.065,1,"6","WDR4"
"MAFB",0.00216958493458727,1.57104487409427,0.022,0.008,1,"6","MAFB"
"PIK3R2",0.00217116560359539,0.849133625650355,0.071,0.041,1,"6","PIK3R2"
"JAKMIP2",0.00219704715501405,0.827107319320357,0.071,0.041,1,"6","JAKMIP2"
"CDT1",0.00221264386388703,0.829842287041595,0.076,0.044,1,"6","CDT1"
"C16orf74",0.00225935525697454,0.757759272629621,0.073,0.042,1,"6","C16orf74"
"SCD1",0.00230114887626283,0.758503505321332,0.098,0.062,1,"6","SCD"
"OPLAH1",0.00232568989497967,1.0783239372467,0.044,0.022,1,"6","OPLAH"
"IARS11",0.00235441138412479,0.555507038994615,0.14,0.096,1,"6","IARS1"
"VWC21",0.00235860114360866,1.029151095265,0.049,0.025,1,"6","VWC2"
"WSCD2",0.00237098643560751,1.71990826000875,0.02,0.007,1,"6","WSCD2"
"RRM2B1",0.00238739909736501,1.64653507367854,0.02,0.007,1,"6","RRM2B"
"TRIB3",0.00238739909736501,1.64653507367854,0.02,0.007,1,"6","TRIB3"
"INSIG1",0.00239904186208412,1.87714800181995,0.016,0.005,1,"6","INSIG1"
"AC138969.1",0.00239904186208412,1.87714800181995,0.016,0.005,1,"6","AC138969.1"
"NDUFS7",0.0024006407598148,0.929377960592509,0.062,0.035,1,"6","NDUFS7"
"AL359313.1",0.00240462964844044,1.82984228704159,0.016,0.005,1,"6","AL359313.1"
"AC002066.1",0.00240636388935117,1.15725592101269,0.036,0.016,1,"6","AC002066.1"
"APBA3",0.00240829392440414,1.18647605992768,0.038,0.018,1,"6","APBA3"
"FAM83E1",0.0024141670479883,0.967750550600858,0.049,0.025,1,"6","FAM83E"
"EPDR11",0.00244344739271142,0.623302767440818,0.131,0.089,1,"6","EPDR1"
"RCC1L",0.00245581885346378,0.62649732044199,0.111,0.072,1,"6","RCC1L"
"ZBTB5",0.00246245237986461,0.795353910656304,0.069,0.039,1,"6","ZBTB5"
"RPL17-C18orf32",0.0024637772951208,0.89790656198675,0.06,0.033,1,"6","RPL17-C18orf32"
"TUBB61",0.00246620774157707,0.884565473382435,0.056,0.03,1,"6","TUBB6"
"ULK41",0.00248385780513306,0.269385631725658,0.389,0.318,1,"6","ULK4"
"ADORA1",0.00249667106525387,1.74451023324183,0.018,0.006,1,"6","ADORA1"
"AC009478.1",0.00249667106525387,1.74451023324183,0.018,0.006,1,"6","AC009478.1"
"TRIP13",0.00249667106525387,1.74451023324183,0.018,0.006,1,"6","TRIP13"
"MIR222HG",0.00249667106525387,1.74451023324183,0.018,0.006,1,"6","MIR222HG"
"PPFIA3",0.00250808879758563,0.959610162011925,0.051,0.027,1,"6","PPFIA3"
"ZNF7661",0.00251499057249011,0.675514140650301,0.116,0.076,1,"6","ZNF766"
"NUFIP2",0.00252849099383006,0.489316872505944,0.189,0.138,1,"6","NUFIP2"
"RHBDD1",0.00255039488492246,0.741947263939437,0.082,0.05,1,"6","RHBDD1"
"SIN3A",0.00258349506937856,0.680945104464366,0.111,0.073,1,"6","SIN3A"
"RBFOX3",0.0026365048450701,0.717949406970698,0.084,0.051,1,"6","RBFOX3"
"NODAL1",0.0026440900412994,1.18412575524134,0.033,0.015,1,"6","NODAL"
"JAKMIP2-AS1",0.00269608859556993,1.0787818629896,0.047,0.024,1,"6","JAKMIP2-AS1"
"EPPK1",0.00270271629079789,1.18500091149559,0.036,0.016,1,"6","EPPK1"
"CRMP11",0.00271174535675785,0.814412246471989,0.064,0.036,1,"6","CRMP1"
"AC073225.1",0.00272150391920072,1.39701547431922,0.027,0.011,1,"6","AC073225.1"
"ZNF549",0.00272150391920072,1.39701547431922,0.027,0.011,1,"6","ZNF549"
"RAI141",0.00272676329154484,0.42518393354275,0.216,0.161,1,"6","RAI14"
"COL16A1",0.00272879704855761,1.37595385879139,0.027,0.011,1,"6","COL16A1"
"ARNTL",0.00274895551694425,1.43826376058674,0.024,0.01,1,"6","ARNTL"
"NIN",0.00277969040346959,0.523698300763939,0.142,0.098,1,"6","NIN"
"PDE6C",0.00278284587266628,2.00643101876492,0.013,0.004,1,"6","PDE6C"
"TNFRSF1B",0.00278895233343725,1.94753732971135,0.013,0.004,1,"6","TNFRSF1B"
"INTS11",0.00279696639001129,0.543920007195648,0.158,0.112,1,"6","INTS11"
"COL8A2",0.00281953482942733,2.42146851804376,0.011,0.003,1,"6","COL8A2"
"CRX",0.00283963757769523,2.19907609670731,0.011,0.003,1,"6","CRX"
"RND21",0.00284085676192373,0.912194948919153,0.053,0.028,1,"6","RND2"
"F11R1",0.00284543639042689,0.267030495681658,0.453,0.384,1,"6","F11R"
"ERCC21",0.00291374131084472,0.601990036903668,0.153,0.109,1,"6","ERCC2"
"GRIN11",0.00292357175629274,1.7251449083749,0.02,0.007,1,"6","GRIN1"
"LINC02466",0.002942965011337,1.28653893795765,0.033,0.015,1,"6","LINC02466"
"CYP11A11",0.00296307380415723,1.61411359598616,0.02,0.007,1,"6","CYP11A1"
"HIGD1A",0.00297026939837989,1.58240473625882,0.02,0.007,1,"6","HIGD1A"
"USP441",0.00298109528291477,0.992625219239888,0.053,0.029,1,"6","USP44"
"EP400",0.0030050827854803,0.481291915744728,0.209,0.157,1,"6","EP400"
"AC005726.1",0.00304849406128486,0.621767168529593,0.129,0.088,1,"6","AC005726.1"
"EIF4EBP11",0.00308536773045556,0.900552606154895,0.06,0.033,1,"6","EIF4EBP1"
"OXNAD1",0.00309900689901023,0.799145489818678,0.076,0.045,1,"6","OXNAD1"
"FAM85B1",0.0031051454065119,0.557172699512714,0.138,0.095,1,"6","FAM85B"
"AC015813.1",0.00310711540225247,1.1578534339808,0.044,0.022,1,"6","AC015813.1"
"PTMS1",0.00311486506327473,0.311686220366923,0.351,0.287,1,"6","PTMS"
"ADCY1",0.00316312497137689,0.868927495014983,0.071,0.042,1,"6","ADCY1"
"AC092720.3",0.00317465925311897,1.82984228704159,0.016,0.005,1,"6","AC092720.3"
"CHMP1B",0.00317465925311897,1.82984228704159,0.016,0.005,1,"6","CHMP1B"
"BISPR",0.00317465925311897,1.82984228704159,0.016,0.005,1,"6","BISPR"
"AC008514.1",0.00317889891503939,1.7060360854272,0.018,0.006,1,"6","AC008514.1"
"STOML1",0.00317889891503939,1.7060360854272,0.018,0.006,1,"6","STOML1"
"SNPH",0.00318177865395561,1.78403859742847,0.016,0.005,1,"6","SNPH"
"PRKG1-AS1",0.00318629282160345,1.63203550398342,0.018,0.006,1,"6","PRKG1-AS1"
"HAP1",0.00318629282160345,1.66856138000853,0.018,0.006,1,"6","HAP1"
"USH1C",0.00320807853179724,1.4885827139023,0.022,0.008,1,"6","USH1C"
"ST3GAL21",0.00321118807249836,0.323677107640136,0.276,0.215,1,"6","ST3GAL2"
"CYB5RL",0.00325883429116004,1.43826376058674,0.024,0.01,1,"6","CYB5RL"
"PSMD6",0.00325883429116004,1.43826376058674,0.024,0.01,1,"6","PSMD6"
"RBIS",0.00326713827467373,1.41480478776275,0.024,0.01,1,"6","RBIS"
"EGFL71",0.0032880452741539,1.04081401279058,0.047,0.024,1,"6","EGFL7"
"PALD11",0.00333393659042272,0.835022526147275,0.073,0.044,1,"6","PALD1"
"LINC026411",0.00335023504585915,0.798346434112354,0.078,0.047,1,"6","LINC02641"
"ATIC",0.00335165391404555,0.986082373373115,0.047,0.024,1,"6","ATIC"
"NID1",0.00337880134159414,1.08945160553282,0.04,0.02,1,"6","NID1"
"SH3GL3",0.00337880134159414,1.08945160553282,0.04,0.02,1,"6","SH3GL3"
"MKRN1",0.00339550606465287,0.591393519486074,0.116,0.077,1,"6","MKRN1"
"TMCO3",0.00342410907697121,0.748414687697748,0.076,0.045,1,"6","TMCO3"
"CELF21",0.00342711787773934,0.499223675558207,0.131,0.089,1,"6","CELF2"
"DYNC2H11",0.00343458794282824,0.541321255920229,0.149,0.105,1,"6","DYNC2H1"
"SALL2",0.00348320491747635,1.03680466780844,0.044,0.023,1,"6","SALL2"
"GATAD2A",0.00351873633313868,0.286110986689111,0.32,0.256,1,"6","GATAD2A"
"BMPR1A1",0.00358366685892206,0.353510016407126,0.307,0.247,1,"6","BMPR1A"
"TMEM220-AS11",0.00361136240781264,1.68888136438813,0.02,0.007,1,"6","TMEM220-AS1"
"CELF4",0.00361156277088485,0.847603726205936,0.062,0.035,1,"6","CELF4"
"PTPRS1",0.00364291858807414,0.36612624822944,0.276,0.216,1,"6","PTPRS"
"WARS1",0.00364971373902966,0.828238401339005,0.062,0.035,1,"6","WARS1"
"LRCOL1",0.00365410971373114,1.5513778406382,0.02,0.007,1,"6","LRCOL1"
"CENPF1",0.00366673899178796,0.317672042953,0.422,0.354,1,"6","CENPF"
"ZNF573",0.00367999525384509,0.881000327315558,0.053,0.029,1,"6","ZNF573"
"FADS1",0.00370725337832859,0.719525835873741,0.087,0.054,1,"6","FADS1"
"ATXN7L3",0.00371582538604129,0.523318057432923,0.14,0.097,1,"6","ATXN7L3"
"LRIF1",0.00373356669357534,1.23149757439969,0.031,0.014,1,"6","LRIF1"
"LINC02257",0.00374367658727578,1.21519576207059,0.031,0.014,1,"6","LINC02257"
"VSNL1",0.00377936338017104,0.75061559589102,0.069,0.04,1,"6","VSNL1"
"IFITM3",0.00378111355441761,1.05468618737214,0.04,0.02,1,"6","IFITM3"
"ITGA71",0.00378894060568505,0.984063205736463,0.056,0.031,1,"6","ITGA7"
"NCBP2AS21",0.00383511803804058,1.94753732971135,0.013,0.004,1,"6","NCBP2AS2"
"CIPC",0.00383511803804058,1.94753732971135,0.013,0.004,1,"6","CIPC"
"ZNF2961",0.00383511803804058,1.94753732971135,0.013,0.004,1,"6","ZNF296"
"LINC01137",0.00383730454381092,1.18577927409386,0.036,0.017,1,"6","LINC01137"
"MAP3K7",0.00383893820808413,0.96877847728552,0.053,0.029,1,"6","MAP3K7"
"ADGRB1",0.00384152009970234,1.10847354792641,0.038,0.018,1,"6","ADGRB1"
"AC012078.21",0.00384315966070567,1.89095380134498,0.013,0.004,1,"6","AC012078.2"
"TFE31",0.0038599305964476,0.939013257404811,0.056,0.031,1,"6","TFE3"
"MTRNR2L122",0.00389980275005648,0.169232643056797,0.924,0.882,1,"6","MTRNR2L12"
"TRAF51",0.00396140552192827,1.02219833462323,0.047,0.024,1,"6","TRAF5"
"SOX12",0.00397074328256326,0.629967547186995,0.122,0.083,1,"6","SOX12"
"SYNGAP11",0.00397497509973239,0.698550698363188,0.091,0.058,1,"6","SYNGAP1"
"VWA8",0.00399650554048978,0.53261081124266,0.136,0.094,1,"6","VWA8"
"LRFN51",0.00399774710641588,0.806758673928554,0.067,0.039,1,"6","LRFN5"
"AL360015.1",0.00401097193295673,1.63203550398342,0.018,0.006,1,"6","AL360015.1"
"ZNF5781",0.00407724021998038,0.749392454621578,0.076,0.046,1,"6","ZNF578"
"PCDH11",0.00409205286857871,1.14018240765375,0.04,0.02,1,"6","PCDH1"
"A2ML1-AS1",0.00409552802477835,1.10792820864912,0.044,0.023,1,"6","A2ML1-AS1"
"VDAC1",0.00412408752202277,0.808286143675147,0.064,0.037,1,"6","VDAC1"
"AL139424.2",0.00413582625785393,1.78403859742847,0.016,0.005,1,"6","AL139424.2"
"GIN1",0.00413582625785393,1.78403859742847,0.016,0.005,1,"6","GIN1"
"ZNF883",0.00413582625785393,1.78403859742847,0.016,0.005,1,"6","ZNF883"
"LINC02733",0.00413582625785393,1.78403859742847,0.016,0.005,1,"6","LINC02733"
"THRA",0.00413794335903236,1.03326720373723,0.051,0.028,1,"6","THRA"
"GRIK3",0.00413965502317865,0.976683675370866,0.051,0.028,1,"6","GRIK3"
"LINC02596",0.00414476218761258,1.73964447807002,0.016,0.005,1,"6","LINC02596"
"JAK2",0.00416661364330246,0.841119692635738,0.062,0.036,1,"6","JAK2"
"TSKS",0.00416774194374812,2.34346600604249,0.011,0.003,1,"6","TSKS"
"LHX11",0.00416864656163311,0.586737157054853,0.1,0.065,1,"6","LHX1"
"CLIC41",0.00417038045128165,0.393183612728196,0.269,0.214,1,"6","CLIC4"
"CACNA2D21",0.00417276275528393,0.957490110137555,0.062,0.036,1,"6","CACNA2D2"
"AC006487.1",0.00419745505605149,2.12107358470604,0.011,0.003,1,"6","AC006487.1"
"PRR7-AS1",0.00420575485366456,2.04707300326226,0.011,0.003,1,"6","PRR7-AS1"
"HOMER2",0.00426990464892064,0.892021278301482,0.056,0.031,1,"6","HOMER2"
"AL354740.1",0.00428206134150099,1.22764524890408,0.033,0.015,1,"6","AL354740.1"
"ESPN",0.00432633654518213,0.862426496113186,0.056,0.031,1,"6","ESPN"
"CA8",0.00433647746886841,1.14358098411561,0.036,0.017,1,"6","CA8"
"AC007218.11",0.00434763386649779,1.03510036159619,0.038,0.018,1,"6","AC007218.1"
"CTC1",0.0043485378988533,1.13003445227766,0.036,0.017,1,"6","CTC1"
"MFSD11",0.00439370107492846,0.631086674589871,0.118,0.08,1,"6","MFSD11"
"NUDT3",0.00443383818593784,0.696575756178131,0.084,0.053,1,"6","NUDT3"
"MEIOB",0.00453048587968274,1.39172117464971,0.024,0.01,1,"6","MEIOB"
"LINC019801",0.00454153423473556,1.36900109814963,0.024,0.01,1,"6","LINC01980"
"ZFYVE281",0.00457778269691546,0.92223589134849,0.053,0.029,1,"6","ZFYVE28"
"LTC4S",0.00460540986832667,1.43611529400816,0.022,0.009,1,"6","LTC4S"
"SYP",0.00460540986832667,1.43611529400816,0.022,0.009,1,"6","SYP"
"HAUS21",0.00460872235368633,0.859446000086493,0.058,0.033,1,"6","HAUS2"
"SDC1",0.00464482594010742,1.26946542459871,0.029,0.013,1,"6","SDC1"
"NECAB2",0.00464482594010742,1.26946542459871,0.029,0.013,1,"6","NECAB2"
"RUNDC3A-AS1",0.00464482594010742,1.26946542459871,0.029,0.013,1,"6","RUNDC3A-AS1"
"BTBD21",0.00469042353488663,0.375573752073112,0.302,0.246,1,"6","BTBD2"
"HSPB12",0.00475226573379911,0.763574494868755,0.073,0.044,1,"6","HSPB1"
"NRXN2",0.004820659278396,1.21519576207059,0.031,0.014,1,"6","NRXN2"
"AL392023.11",0.00483328295821522,1.19907609670731,0.031,0.014,1,"6","AL392023.1"
"SHANK22",0.00486853131603818,0.232009986069397,0.469,0.399,1,"6","SHANK2"
"FAM161B",0.00488283079864052,1.16932875331326,0.033,0.016,1,"6","FAM161B"
"PNKP",0.00488678801832249,0.611352456309101,0.118,0.08,1,"6","PNKP"
"SIN3B",0.00491062718949857,0.617761373001302,0.096,0.062,1,"6","SIN3B"
"MRI11",0.0049228300127234,0.829842287041595,0.06,0.034,1,"6","MRI1"
"LINC018331",0.0049399688906615,0.987025619592325,0.042,0.022,1,"6","LINC01833"
"POLR3A1",0.00498445208197033,0.845439142092614,0.058,0.033,1,"6","POLR3A"
"PLK1",0.00498495263435892,1.63203550398342,0.018,0.006,1,"6","PLK1"
"CKS1B",0.00501144903316245,1.31455331412725,0.027,0.011,1,"6","CKS1B"
"MYO5A",0.00504961425338892,0.52742386179086,0.129,0.089,1,"6","MYO5A"
"AL138720.11",0.00506796653124635,0.537151614171274,0.14,0.099,1,"6","AL138720.1"
"GNAO11",0.00507892057899202,0.850465959167447,0.053,0.03,1,"6","GNAO1"
"TRNAU1AP",0.00509738954478842,0.577587719961044,0.111,0.075,1,"6","TRNAU1AP"
"THAP4",0.00511885725443385,0.966902654578281,0.044,0.023,1,"6","THAP4"
"ABHD14A",0.00518253846656268,1.83650601732261,0.013,0.004,1,"6","ABHD14A"
"GRK7",0.00518253846656268,1.83650601732261,0.013,0.004,1,"6","GRK7"
"MKI671",0.00520355124684677,0.260476641371457,0.324,0.261,1,"6","MKI67"
"NBR2",0.00521484692744801,0.680609007773064,0.08,0.05,1,"6","NBR2"
"AC108721.2",0.0052422293044775,1.46211050254111,0.024,0.01,1,"6","AC108721.2"
"ZNF385D",0.0052479512191674,0.617388728019018,0.1,0.066,1,"6","ZNF385D"
"CEBPZOS1",0.0052702879320718,0.671338464679108,0.084,0.053,1,"6","CEBPZOS"
"KCNG31",0.00528411400677158,0.766116689431207,0.062,0.036,1,"6","KCNG3"
"SLC26A2",0.00530141065400232,1.36900109814963,0.024,0.01,1,"6","SLC26A2"
"TMEM161A1",0.00530762198287309,0.690929193036989,0.093,0.06,1,"6","TMEM161A"
"RORB",0.00533343693766371,1.04707300326226,0.038,0.019,1,"6","RORB"
"STARD3",0.00537936217136454,0.706036085427197,0.078,0.048,1,"6","STARD3"
"PHF7",0.00539589421651287,1.2421448185992,0.033,0.016,1,"6","PHF7"
"C12orf45",0.00540331315640514,0.855121695489952,0.056,0.031,1,"6","C12orf45"
"GSAP",0.00547471851469141,1.18313455283829,0.031,0.014,1,"6","GSAP"
"HSPA4",0.00550096307337324,0.479527555618517,0.156,0.112,1,"6","HSPA4"
"FAM157C",0.00555376195660467,0.779850800465037,0.08,0.05,1,"6","FAM157C"
"TMEM132D1",0.00556821530040456,0.375779630780688,0.224,0.173,1,"6","TMEM132D"
"HIF3A",0.0056062508618581,0.719268342038232,0.098,0.064,1,"6","HIF3A"
"AGO21",0.00562187977009576,0.525675631318574,0.124,0.086,1,"6","AGO2"
"FAM163B1",0.00570779609978272,1.38194015385712,0.027,0.012,1,"6","FAM163B"
"ATP11A1",0.00576081673541692,0.332517595134014,0.26,0.205,1,"6","ATP11A"
"LYPLA1",0.00578405261557934,0.715993210005371,0.091,0.059,1,"6","LYPLA1"
"NUBP2",0.00581851256863975,1.05741494748372,0.042,0.022,1,"6","NUBP2"
"NOTCH1",0.00584532574844321,0.699843470012042,0.102,0.068,1,"6","NOTCH1"
"PHAX",0.0058462399304751,0.611148137509596,0.113,0.077,1,"6","PHAX"
"DTX2P1-UPK3BP1-PMS2P111",0.00587873530508991,0.451498856269943,0.258,0.208,1,"6","DTX2P1-UPK3BP1-PMS2P11"
"MAD1L1",0.00589161186413737,0.373021041921186,0.276,0.221,1,"6","MAD1L1"
"UNC5B1",0.005919622158706,0.819142398384386,0.056,0.031,1,"6","UNC5B"
"MYEF2",0.00592179809416126,0.636139902316156,0.093,0.061,1,"6","MYEF2"
"GNAL1",0.00596524667211896,0.496236286445734,0.151,0.109,1,"6","GNAL"
"PRKCG1",0.00599616774173417,0.638361142232835,0.084,0.054,1,"6","PRKCG"
